"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","relative_fishing_mortality","scenario","model_token","model_key","region","source_file","change_token"
1984,0.787842283528795,1458.43,1851.17,69.674505,0.0858606238582007,0.2277,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1985,0.767260125212654,1458.995,1901.565,174.493089,0.0946299567855497,0.237625,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1986,0.747041814652953,1414.505,1893.475,72.905366,0.0823275171141351,0.214975,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1987,0.732658217421131,1423.1025,1942.3825,146.816195,0.107616417488152,0.274125,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1988,0.719645071917364,1457.83,2025.7625,161.201577,0.089684345913886,0.241425,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1989,0.706243132701021,1441.3875,2040.9225,126.399361,0.0874538999133454,0.24125,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1990,0.696448350044223,1498.09,2151.0425,130.85281,0.126916421141823,0.29535,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1991,0.689426035120127,1545.1175,2241.165,73.362493,0.146117983895442,0.268625,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1992,0.674993390473286,1538.2475,2278.9075,178.082094,0.157810414355081,0.337425,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1993,0.652614250635952,1477.7275,2264.32,92.806417,0.109138470998642,0.2963,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1994,0.628605461684387,1424.86,2266.7,140.75074,0.130091980483728,0.33725,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1995,0.612408604452522,1401.69,2288.815,116.860522,0.116258525655924,0.302475,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1996,0.604914273330193,1367.69,2260.965,153.370232,0.137302376983462,0.2899,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1997,0.609707755148142,1403.5,2301.9225,93.528283,0.154925421398815,0.373175,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1998,0.596114424400911,1395.1,2340.3225,135.364383,0.194626343096884,0.438025,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1999,0.577905384070525,1354.3675,2343.58,101.36755,0.261405232844335,0.475475,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2000,0.552386179601098,1275.6475,2309.34,172.553054,0.209754713575794,0.460725,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2001,0.525910016048664,1203.4675,2288.3525,103.969751,0.16995865938692,0.406025,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2002,0.505706311721769,1177.79,2329,131.59551,0.20415214771897,0.5091,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2003,0.490414821881481,1166.92,2379.455,78.589686,0.20737364459262,0.468375,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2004,0.4771142399471,1140.0275,2389.4225,184.351425,0.290807194844958,0.661275,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2005,0.459905582691648,1082.09,2352.8525,89.056731,0.210775702449359,0.524525,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2006,0.442223308300298,1038.295,2347.8975,91.340671,0.242102796168284,0.5674,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2007,0.429918943632178,1023.795,2381.3675,119.686687,0.329829972349081,0.592,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2008,0.4185779779636,976.24,2332.2775,99.456859,0.346288603821361,0.6459,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2009,0.397997410789266,896.92,2253.5825,125.398141,0.277456425121796,0.68015,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2010,0.373666549262677,824.8605,2207.4775,91.3605,0.222716167720814,0.570075,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2011,0.362643276672471,792.93675,2186.5475,97.685574,0.285814136947583,0.7113,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2012,0.354060454518792,769.592,2173.6175,163.228381,0.257290270775897,0.731425,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2013,0.34581698645884,734.032,2122.6025,136.998746,0.226176567673558,0.6514,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2014,0.351536067315141,757.852,2155.83,81.269393,0.274408070208616,0.6812,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2015,0.364482520369269,832.171,2283.1575,103.87342,0.26471349504046,0.602575,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2016,0.368755358391655,863.4545,2341.5375,124.030133,0.377424830902526,0.633125,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2017,0.36719567696736,845.14675,2301.625,117.357637,0.213253387683203,0.539625,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2018,0.362757756175426,820.4075,2261.585,95.006542,0.261127810367131,0.63535,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2019,0.360214964403446,812.7125,2256.1875,85.871665,0.225281997286114,0.56185,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2020,0.365054833777651,821.94925,2251.5775,109.00933,0.350345156503942,0.609175,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2021,0.368563274456383,811.334,2201.3425,100.815524,0.299261148400373,0.603625,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2022,0.364759406537287,785.3115,2152.9575,78.51502,0.397148955951318,0.665075,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2023,0.352918180652076,735.98175,2085.4175,125.939048,0.419423082013776,0.7037,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
2024,0.333162537779167,679.31425,2038.9875,117.939655,0.27213311785461,0.743925,"18-EffortCreep","18-EffortCreep","18-EffortCreep","All","data/stepwise/models/18-EffortCreep/model_payload.rds",""
1952,0.997136119048999,2795.8575,2803.8875,176.680567,0.00547365895248724,0.0397375,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1953,0.98776601159449,2838.195,2873.3475,188.720159,0.00536427900888719,0.0372675,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1954,0.981603516665427,2870.005,2923.7925,178.858079,0.00431000852550046,0.024615,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1955,0.976635166872369,2892.2025,2961.395,161.056562,0.00566522189876212,0.0398525,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1956,0.969928355171522,2907.2875,2997.425,95.386354,0.00733156894391528,0.04584,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1957,0.962666129387364,2962.3475,3077.2325,68.197705,0.0108792611783603,0.0643875,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1958,0.949835420002188,2865.435,3016.77,134.331912,0.0152764217820434,0.09756,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1959,0.932935705855879,2606.69,2794.0725,122.813417,0.00980734644368059,0.0906325,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1960,0.918855730812163,2329.6025,2535.33,90.1485829,0.0125746697690809,0.088725,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1961,0.912360521670356,2237.92,2452.89,99.347425,0.0106887050814452,0.08887,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1962,0.905745510417202,2116.2925,2336.52,99.52321,0.0103361652841423,0.0878875,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1963,0.898305907589828,1989.13,2214.3125,77.663939,0.013770133950029,0.11609,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1964,0.889003491146674,1842.3575,2072.385,94.70351,0.00905722894673614,0.0890825,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1965,0.88837113318013,1743.455,1962.53,65.7756531,0.0108526681457637,0.085555,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1966,0.887943540794216,1674,1885.255,121.841243,0.0107872041504784,0.0991175,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1967,0.882534003240945,1571.215,1780.345,50.208619,0.0142654777180348,0.10967,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1968,0.878449096809054,1471.31,1674.895,76.2152689,0.011035774393987,0.09045,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1969,0.878446787877309,1440.275,1639.57,91.5631653,0.0129461781656136,0.1140375,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1970,0.874393275155471,1377.2175,1575.055,94.4230866,0.0219111980319534,0.1095675,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1971,0.8714454529042,1327.4075,1523.225,51.6826384,0.024348333187731,0.111035,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1972,0.867666231001291,1319.4275,1520.6625,68.963281,0.0344645269195729,0.1536,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1973,0.854638290026921,1251.59,1464.4675,104.961266,0.019724430367381,0.1284925,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1974,0.84552096862336,1191.3475,1409.01,43.8259699,0.0378786481978594,0.1449,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1975,0.836631698429034,1164.5725,1391.9775,157.067291,0.0289871493417001,0.183825,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1976,0.820822978292903,1119.66,1364.07,52.853845,0.0340626735982888,0.189825,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1977,0.808598251629001,1126.155,1392.725,117.615929,0.0408614324578169,0.210325,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1978,0.803771094978125,1178.5575,1466.285,16.665241,0.0325234822455824,0.174175,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1979,0.793174962929436,1174.125,1480.285,58.838667,0.042684481149585,0.223725,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1980,0.777259969732775,1147.8925,1476.845,90.924112,0.036876147617112,0.224125,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1981,0.762908318902893,1067.2725,1398.9525,108.253341,0.0570793107745036,0.21355,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1982,0.75457297353238,1020.775,1352.785,116.671961,0.0692134044757077,0.249175,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1983,0.748037504655222,1024.385,1369.43,90.117838,0.0817062150809808,0.24625,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1984,0.741573611720808,1081.155,1457.92,74.024407,0.0941101057499231,0.267525,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1985,0.724232908535884,1116.845,1542.1075,126.8416988,0.0904896298478265,0.27965,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1986,0.703831263754799,1095.355,1556.275,76.739366,0.0972221515093706,0.257525,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1987,0.688618881559069,1093.9675,1588.64,143.3099978,0.107460395332302,0.328675,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1988,0.672066879284587,1110.0075,1651.6325,132.974776,0.093835523080775,0.28325,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1989,0.659648950028426,1105.1775,1675.4025,120.241283,0.0846871018460673,0.277,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1990,0.653985948908414,1173.5925,1794.5225,111.232461,0.115759974495856,0.334725,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1991,0.647659190363328,1226.945,1894.43,70.116251,0.138425244628234,0.30405,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1992,0.635121897288486,1235.1025,1944.67,156.046519,0.150266384783884,0.382425,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1993,0.613694302886913,1187.9925,1935.805,66.696906,0.119518114751499,0.336575,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1994,0.593962212715178,1154.765,1944.1725,157.849153,0.119050025931756,0.3879,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1995,0.574371226304928,1125.12,1958.8725,65.136737,0.115954769641803,0.344075,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1996,0.566268434187923,1091.9425,1928.3125,164.739121,0.133117833826384,0.3247,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1997,0.576135765933042,1136.435,1972.5125,64.178326,0.175349957448849,0.409125,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1998,0.564613678995481,1140.785,2020.47,149.692719,0.181474050879655,0.47935,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1999,0.545679935123305,1116.985,2046.96,98.986784,0.258912401293896,0.5181,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2000,0.519168246639829,1060.39725,2042.4925,175.675984,0.214827998784623,0.499625,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2001,0.497052228987774,1005.90075,2023.7325,73.011572,0.183965161385886,0.429575,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2002,0.483016769242873,997.68925,2065.5375,142.595321,0.167887916867107,0.537375,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2003,0.468602146516148,1002.36225,2139.0475,80.98894,0.205082367983056,0.485325,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2004,0.457437934849075,989.32275,2162.7475,160.813029,0.23717523943929,0.6843,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2005,0.438613983474266,942.61325,2149.0725,79.642154,0.221700066358373,0.542225,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2006,0.427692635634986,917.93425,2146.2475,103.222503,0.220790956106741,0.59165,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2007,0.416450897134848,901.8265,2165.505,116.2863186,0.267579886002195,0.60705,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2008,0.402474421551603,857.55225,2130.7,97.785224,0.362099203082275,0.654225,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2009,0.386965689765449,800.12025,2067.6775,124.352318,0.260104600265487,0.671075,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2010,0.36854347268436,750.67975,2036.8825,85.9218,0.208064466114748,0.561525,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2011,0.361007490140679,735.97875,2038.68,93.699313,0.275453790892033,0.6972,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2012,0.352119106407707,718.036,2039.185,151.755578,0.254566825606981,0.714075,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2013,0.343140130774014,684.3175,1994.28,134.103372,0.240278762939928,0.64875,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2014,0.346189547194195,696.49875,2011.9,78.790108,0.286932315870494,0.697475,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2015,0.353570903189374,745.0835,2107.31,105.368029,0.235950327707511,0.619725,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2016,0.35387214248696,763.043,2156.2675,111.114682,0.32519330445822,0.6494,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2017,0.350253056267805,744.12225,2124.5275,107.620127,0.22166321462993,0.54995,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2018,0.348175642242296,728.27725,2091.695,85.213075,0.257049492763364,0.651375,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2019,0.345314039179273,717.743,2078.5225,92.835511,0.177871599611327,0.58615,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2020,0.345165275702467,710.32425,2057.925,94.107257,0.303468191034701,0.628375,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2021,0.349722493071631,704.7835,2015.265,90.817181,0.289595706745524,0.62375,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2022,0.348711838353913,687.38775,1971.22,75.602769,0.405950406420239,0.683525,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2023,0.339083737911928,645,1902.185,106.774577,0.394145438911209,0.731675,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
2024,0.319783101728876,592.90825,1854.095,104.123949,0.270108331723377,0.79985,"19-DMG8Nmax25","19-DMG8Nmax25","19-DMG8Nmax25","All","data/stepwise/models/19-DMG8Nmax25/model_payload.rds",""
1952,0.992692744911783,1274.955,1284.34,82.154,0.0114342727715235,0.0887225,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1953,0.970012804973041,1276.435,1315.895,67.986144,0.010917185584603,0.082355,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1954,0.956336172468106,1281.1175,1339.61,96.383956,0.00745067653817437,0.0558675,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1955,0.945111851359441,1286.68,1361.405,106.640011,0.0108854768659142,0.0887675,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1956,0.930423790423212,1286.2225,1382.405,56.3159571,0.0147935160247201,0.097745,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1957,0.916704062963858,1327.8,1448.45,42.8833306,0.0212095946725121,0.13107,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1958,0.892292018047791,1302.7575,1460.0125,89.352768,0.0281379420665175,0.1942,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1959,0.860681264856817,1196.6525,1390.355,42.571677,0.0205135809709788,0.1791875,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1960,0.835431319947619,1082.955,1296.2825,54.0563738,0.0243734786929459,0.17953,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1961,0.823293164776478,1044.44,1268.6125,55.2211394,0.0204390170650025,0.17865,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1962,0.810364427027787,980.1925,1209.57,58.911204,0.0193360987982185,0.17315,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1963,0.798374036336191,925.565,1159.3125,63.063948,0.0232355644990623,0.22225,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1964,0.783741002626077,864,1102.405,48.66908,0.0164179250798826,0.16543,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1965,0.787564149303121,842.5125,1069.77,41.5942027,0.0188117800118602,0.15405,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1966,0.791981059485055,836.2825,1055.9375,78.2657848,0.018141160245836,0.174275,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1967,0.786430474735007,802.7725,1020.78,34.67484,0.0228934299568602,0.189775,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
1968,0.782406143562399,766.67,979.8875,51.323708,0.0186193140892619,0.155625,"20-Tau2Fixed","20-Tau2Fixed","20-Tau2Fixed","All","data/stepwise/models/20-Tau2Fixed/model_payload.rds",""
